0,6.48000025194051E-7
10,7.353000000875909E-6
20,7.000000096013537E-6
30,3.274999926361488E-6
40,4.4510002226161305E-6
50,1.0798000403156038E-5
60,5.717000021832064E-6
70,3.991000085079577E-6
80,3.7560000691883033E-6
90,6.723999831592664E-6
0,1.7899999704695801E-7
100,6.225000106496736E-6
200,1.2000000424450263E-5
300,2.3815999156795442E-5
400,3.7655998312402517E-5
500,3.608800034271553E-5
600,5.0359998567728326E-5
700,6.458799907704815E-5
800,8.266700024250895E-5
900,9.931500244420022E-5
0,1.8000000068241206E-7
1000,1.1883000115631148E-4
2000,2.859999949578196E-4
3000,4.4850699487142265E-4
4000,6.254100007936358E-4
5000,7.878379547037184E-4
6000,9.62390040513128E-4
7000,0.0011477889493107796
8000,0.00134961714502424
9000,0.0014786182437092066
0,1.3599999704183574E-7
10000,0.0016677080420777202
20000,0.0036291282158344984
30000,0.005917797796428204
40000,0.007943227887153625
50000,0.009869053959846497
60000,0.012032807804644108
70000,0.014520907774567604
80000,0.01691284403204918
90000,0.01920316368341446
