0,6.370000278366206E-7
10,7.310000000870787E-7
20,1.3840000292475452E-6
30,6.48000025194051E-7
40,1.0249999604639015E-6
50,9.07000014649384E-7
60,9.760000239111832E-7
70,1.3170000556783634E-6
80,1.4099999816608033E-6
90,4.167000042798463E-6
0,1.8100000431786611E-7
100,6.629999802498787E-7
200,1.0190000239163055E-6
300,1.0840000186362886E-6
400,1.6540000160603086E-6
500,2.2270000954449642E-6
600,2.9350001113925828E-6
700,3.7990000691934256E-6
800,4.890000127488747E-6
900,6.067999947845237E-6
0,1.2900000001536682E-7
1000,7.110999831638765E-6
2000,2.5838999135885388E-5
3000,5.487700036610477E-5
4000,9.695700282463804E-5
5000,1.4750199625268579E-4
6000,2.087720058625564E-4
7000,2.8427300276234746E-4
8000,3.734880010597408E-4
9000,4.681659920606762E-4
0,1.4200000464370532E-7
10000,5.751430289819837E-4
20000,0.002288735704496503
30000,0.005071654450148344
40000,0.009104322642087936
50000,0.014070100151002407
60000,0.020683269947767258
70000,0.027861880138516426
80000,0.036448005586862564
90000,0.04580686241388321
